,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9
P3H2,0.000505654,0.000169263,0.002338708,0.000259125,0.000197639,0.000151638,0.001847059,0.000464984,0.000305455
CLDN1,0.011220239,0.008496579,0.002746492,0.000747526,0.000313712,0.000258689,0.002498488,0.003376271,0.00036894
CLDN16,0.220523745,0.158491254,0.994928122,0.042877506,0.056388993,0.036864404,1.035091162,0,0.203191057
IL1RAP,0.000560159,0.000190245,0.00224897,0.000204041,0.000215414,0.000156498,0.001957529,0.000414044,0.000287358
GMNC,0.036897052,0.024779197,0.003203718,0.049902529,0.037045766,0.000104497,0.131998509,0.024194492,0.043829419
OSTN-AS1,0.000499434,0.000167965,0.002247203,0.000210773,0.00021313,0.000165976,0.001780739,0.000501712,0.000289226
CCDC50,0.000436716,0.000230881,0.001824566,0.000240376,0.000154358,0.000108164,0.001724588,0.000398613,0.000176966
AC073365.1,0.174811661,0.065598994,0.191121876,0.049365532,0.081343114,0.029141836,0.858080685,0.166338295,0.012784756
FGF12,0.000515261,0.000169453,0.002109246,0.000184268,0.000220593,0.000152985,0.001786362,0.000383694,0.000289765
MB21D2,0.000605345,0.00019605,0.00231439,0.00019204,0.000217934,0.000155297,0.00173216,0.000516119,0.000343738
ATP13A4,0.001988169,0.002312327,0.005692414,0.000733962,0.000291202,0.000378655,0.005009822,0.026509309,0.000734852
OPA1,0.000545259,0.000277588,0.002077809,0.000261268,0.000296725,0.000130207,0.001970146,0.000460936,0.000304515
LINC02026,0.100794472,0.000188698,0.403048426,0.06942036,0.002614888,0.000368451,0.680440545,0.052972514,0.121526964
LINC02028,0.000474391,0.000156649,0.00211197,0.000202869,0.000216293,0.000139592,0.001803477,0.00037218,0.000277429
AC080129.2,0.00529422,0.000470507,0.001958159,0.000290236,0.000197502,0.000345592,0.001912454,0.000413775,0.00040249
HES1,0.000599196,0.000268909,0.00237375,0.000248093,0.00025241,0.000170549,0.002427668,0.001100709,0.000289553
LINC02037,0.080678821,0.07656572,1.198531985,0.000490017,0.000420894,0.000139625,0.30231151,0.124471165,0.000157096
LINC00887,0.000587682,0.000416307,0.002781964,0.000386396,0.000256534,0.000167437,0.002325325,0.000496476,0.000343279
CPN2,0.000507909,0.000223639,0.00227601,0.000185307,0.00021989,0.000182905,0.001751629,0.000675303,0.000302681
LRRC15,0.296972841,0.149205863,0.413244635,0.046960048,0.081527196,0.048819613,0.540978193,0.000411885,0.035536937
ATP13A3,0.000520353,0.000260774,0.00220312,0.000184968,0.000260775,0.000164771,0.002256928,0.026228596,0.000336441
LINC00884,0.25881663,0.076578185,0.200557306,0.035573617,0.05274801,0.000681869,0.258918315,0.098651633,0.062886588
TMEM44-AS1,0.115229718,0.002909562,0.002448997,0.000217545,0.000311656,0.000280868,0.134486526,0.00129986,0.047482036
TMEM44,0.022503216,0.005713467,0.215015367,0.046307344,0.000691368,0.000209969,0.174458519,0.00036789,0.000685697
AC046143.1,0.008761874,0.00477533,0.011265664,0.041049361,0.00025988,0.000327807,0.006532338,0.029737815,0.000342402
AC046143.2,0.000548312,0.000622739,0.002574693,0.000274891,0.000217615,0.000156837,0.00261765,0.000661267,0.000304324
LSG1,0.001162171,0.000233949,0.002748142,0.00024242,0.000202103,0.000163353,0.001915845,0.000592566,0.000440211
FAM43A,0.027548565,0.036639262,0.04711704,0.000458531,0.049521435,0.000256297,0.426023841,0.058788024,0.041290175
XXYLT1,0.016060771,0.023304911,0.003418374,0.000379039,0.00056573,0.000186445,0.131444499,0.031266712,0.051090717
XXYLT1-AS2,0.084600486,0.001852655,0.001903857,0.000186635,0.041478358,0.00013881,0.002825889,0.041453451,0.000591437
ACAP2,0.000517348,0.000157106,0.00212498,0.000204093,0.000229983,0.000155168,0.0019252,0.000497317,0.000298029
PPP1R2,0.116610222,0.031242717,0.004350226,0.000470101,0.001878168,0.002080089,0.143303782,0.143430278,0.000324747
AC069213.1,0.066169769,0.0123865,0.219796851,0.043967113,0.035042744,0.033812732,0.007221354,0.112570323,0.047167119
APOD,0.001087787,0.000154112,0.002372251,0.000194921,0.00020306,0.000141792,0.001829923,0.000433185,0.000290383
AC233280.1,0.182882935,0.294477195,0.398317069,0.24241887,0.147646338,0.084702879,0.972261429,0.329118282,0.226496235
MUC20,0.001631278,0.000395063,0.002421253,0.000313887,0.000224057,0.000217862,0.002582056,0.005095488,0.000317868
MUC4,0.030376805,0.008704099,0.888297558,0.043883793,0.046696026,0.060828757,0.528089762,0.006576675,0.087477237
TNK2,0.000582855,0.000245428,0.002230351,0.00020512,0.000241761,0.000180943,0.001846159,0.000463499,0.000341387
TNK2-AS1,0.044472359,0.031927384,0.030410444,0.043045558,0.000160822,0.034903206,0.129353255,0.075291768,0.094718285
TFRC,0.000493678,0.001975989,0.002603239,0.000428453,0.001010542,0.00028636,0.001715139,0.000374087,0.000274394
LINC00885,0.291806638,0.080080323,0.408661187,0.056240838,0.132893145,0.000271362,1.041082621,0.146085486,0.219261497
ZDHHC19,0.000633167,0.000470193,0.002455465,0.000278792,0.00021036,0.000195363,0.002506745,0.000478417,0.000325767
SLC51A,0.002245913,0.000942401,0.220432416,0.000393747,0.000368995,0.000348185,0.00247987,0.003130313,0.000423742
PCYT1A,0.039980594,0.124605596,0.475769579,0.057721939,0.065736488,0.001241101,0.462841123,0.012493425,0.152966335
TCTEX1D2,0.190425456,0.044862855,0.009659691,0.042824667,0.129823461,0.0329016,0.365976572,0.079600126,0.136594862
TM4SF19-AS1,0.000947617,0.000183002,0.004503387,0.000528907,0.000261256,0.00039961,0.120345041,0.033320915,0.000271286
TM4SF19,0.007731138,0.000211291,0.002296664,0.000183089,0.000260074,0.000233675,0.005298493,0.001268478,0.000353601
UBXN7,0.000666337,0.000142729,0.001953637,0.000277924,0.000246105,0.000145669,0.00163221,0.000353744,0.000325275
RNF168,0.011525886,0.028258914,0.002584744,0.000206622,0.000161606,0.032568194,0.002621031,0.031620461,0.000223819
WDR53,0.054500673,0.029193897,0.432574153,0.106090866,0.000723074,0.000209819,0.272893071,0.069475479,0.041967232
FBXO45,0.000829666,0.000512853,0.002688841,0.000204915,0.000319533,0.000248345,0.002028791,0.01034529,0.000416752
AC092933.2,0.026459817,0.000349009,0.001942366,0.00013132,0.000364169,0.034490991,0.280703574,0.038295433,0.090854168
LINC01063,0.000487212,0.000170214,0.002112043,0.00021248,0.000209004,0.000149315,0.001773825,0.000410908,0.000276792
NRROS,0.000498929,0.000219775,0.00216996,0.000200618,0.000223585,0.000166246,0.001854696,0.000416668,0.000291913
PIGX,0.000530652,0.000277926,0.002092698,0.000208589,0.000208202,0.000149048,0.001947379,0.000959091,0.000279747
CEP19,0.045164816,0.014006488,0.242018357,0.000235803,0.000726917,0.06946215,0.023570679,0.026315117,0.000293418
PAK2,0.000292703,0.000118904,0.001879952,0.000200247,0.040132008,7.61E-05,0.001590581,0.001035937,0.000159865
SENP5,0.188557044,0.039008964,0.00394901,0.053124044,0.048608966,0.033386227,0.722258151,0.072634295,0.163843825
AC016949.1,0.105182767,0.000366873,0.585036755,0.000271666,0.045642894,0.057392348,0.271536827,0.009531218,0.057533301
NCBP2,0.000635175,0.000327312,0.002120007,0.000265432,0.000162581,0.000132675,0.123107478,0.001122538,0.000298344
NCBP2AS2,0.083913617,0.023433035,0.336600065,0.000401748,0.060251188,0.063703239,0.278903037,0.106793962,0.104277171
PIGZ,0.142794579,0.010047869,0.686075389,0.090047657,0.052380342,0.052225932,0.492895275,0.03796611,0.000854816
MELTF,0.002691415,0.004917948,0.001971953,0.00012704,0.00027758,0.033974413,0.128675207,0.012527022,0.000772286
MELTF-AS1,0.022136692,0.010350425,0.00244986,0.000297214,0.000539664,0.029648505,0.138745174,0.034538668,0.000490926
DLG1,0.000986056,0.007547335,0.003394006,0.000490081,0.000694482,0.000224758,0.00255706,0.001136875,0.000689288
LINC02012,0.022441575,0.026413688,0.231634811,0.000158319,0.051485874,0.000407156,0.317290187,0.074558415,0.000299669
BDH1,0.068959124,0.000363694,0.002085147,0.000303676,0.000167059,0.000166579,0.001882443,0.000374263,0.000273363
AC024560.3,0.146116659,0.116552129,0.204141647,0.042571969,0.060980707,0.039087787,0.463051826,0.000105971,0.170933202
AC024560.4,0.000583787,0.000178938,0.002152214,0.000214114,0.000204384,0.000147331,0.002013989,0.000494144,0.000283995
AC024560.5,0.071659304,0.000198271,0.002090638,0.000193519,0.000189526,0.000110409,0.00181485,0.008065105,0.000217805
RUBCN,0.000468259,0.000158022,0.001980662,0.000207046,0.000192406,0.000147183,0.001818414,0.000432166,0.000290998
FYTTD1,0.096852206,0.000135801,0.211513981,0.040533271,0.041319408,0.028036691,0.399514884,0.040541943,0.000156074
AC055764.2,0.044009533,0.04056973,0.237718284,0.101717986,0.000220647,0.000198126,0.118245237,0.100054249,0.07917209
LRCH3,0.000386985,0.000118522,0.001951882,0.000209405,0.000144482,0.000109989,0.001620761,0.000344889,0.000189734
IQCG,0.055571284,0.010039503,0.00287543,0.000661901,0.000815465,0.000542476,0.004510938,0.076674074,0.045083713
RPL35A,0.005728835,0.015960338,0.244097635,0.000287983,0.000377559,0.00036487,0.124735653,0.001462136,0.001424523
LMLN,1.401765823,1.186234951,3.561613083,0.344890654,0.622097909,0.288668126,2.63178587,2.684907198,0.681868196
AC135893.1,0.009755912,0.000286347,0.002077448,0.000400326,0.000251533,0.000127157,0.14380309,0.000504369,0.039602753
ZNF595,0.000729599,0.000205165,0.002137405,0.000258934,0.000225014,0.000187191,0.002330106,0.000559375,0.000383776
ZNF718,0.009601861,0.003757104,0.004741301,0.000431312,0.000285034,0.000226012,0.003096076,0.018740717,0.000583235
AC253576.2,0.003901243,0.000841755,0.002684297,0.000604423,0.000359372,0.000184482,0.00223356,0.000573044,0.00062811
AC079140.6,0.000541842,0.000364304,0.002654786,0.000257873,0.000233484,0.000235216,0.002138431,0.000805405,0.000330002
ZNF141,0.000478394,0.000175215,0.002083683,0.000196844,0.000220948,0.000151588,0.001842888,0.000393124,0.000320367
ZNF721,0.014987591,0.015123247,0.004815874,0.00050195,0.000651486,0.000356667,0.002762757,0.026069267,0.000659397
PIGG,0.013307699,0.013375343,0.001772816,0.042137887,0.00047211,0.000105628,0.38318637,0.036368147,0.059984662
PDE6B,0.116920613,0.000200512,1.152036071,0.0005242,0.041431163,0.001502167,0.46020171,0.044674672,0.074900597
AC107464.1,0.00119255,0.001053526,0.002741406,0.000280718,0.000134054,0.029425297,0.002475649,0.01619173,0.000279159
AC107464.3,0.000665377,0.000179134,0.002182448,0.00021354,0.000234639,0.000160625,0.001934509,0.000684758,0.000377983
ATP5ME,0.001838165,0.004059263,0.002217799,0.000317703,0.000274581,0.000205991,0.002594065,0.004719287,0.000467244
MYL5,1.16582489,0.912622333,1.727248907,0.340411901,0.350360364,0.204675213,1.470481515,1.120548725,0.566265404
SLC49A3,0.024038471,0.021212647,0.437279135,0.097303905,0.00143621,0.06671077,0.399463475,0.017523296,0.00294604
PCGF3,0.02344864,0.041208439,0.064114347,0.000152824,0.000280627,0.000408859,0.134907141,0.010123217,0.041152965
AC139887.2,0.051461756,0.026698213,0.2801148,0.050911088,0.094656356,0.001070748,0.364673704,0.086829871,0.051679417
CPLX1,0.004759043,0.000664572,0.002116451,0.000168625,0.000113829,0.000100709,0.001792531,0.009585349,0.077319339
GAK,0.046115894,0.011220067,0.003092567,0.000467712,0.000798745,0.000526057,0.003947484,0.029868396,0.0007801
TMEM175,0.225938201,0.184317768,1.190985441,0.074444361,0.045626204,0.108648732,0.762333214,0.108114377,0.091489017
DGKQ,0.069379583,0.101462275,0.51389581,0.000343208,0.000400934,0.070550345,0.648954213,0.081547603,0.043435365
SLC26A1,0.109994121,0.033877298,0.366228402,0.000287176,0.000539485,0.000490034,0.135020763,0.031383105,0.049838286
IDUA,0.187900111,0.036377508,0.476736456,0.000867301,0.121289454,0.036460422,0.403734773,0.006848601,0.086653113
FGFRL1,0.027440047,0.000451724,0.397125423,0.000425124,0.000235521,0.000207975,0.134690911,0.033789631,0.000316442
RNF212,0.18356289,0.061025761,0.034432609,0.056549344,0.053159375,0.032362401,0.811808288,0.023392197,0.130673483
SPON2,0.014956881,0.005126844,0.002435879,0.000287465,0.000264823,0.000505386,0.003807575,0.000794781,0.07961297
AC092535.5,1.598431349,0.857554913,1.986459494,0.229956329,0.096029431,0.285410017,3.514864922,0.461524963,0.582117617
CTBP1,0.000709755,0.000251571,0.002299225,0.000227482,0.000246316,0.000154825,0.001905049,0.000534814,0.000303135
CTBP1-DT,0.207279906,0.064500056,1.335709095,0.10068953,0.072236374,0.035463408,0.797315776,0.176810861,0.305339485
MAEA,0.084073104,0.002345816,0.553142011,0.000285065,0.000222321,0.00037329,0.002988155,0.036758736,0.056730714
UVSSA,0.155279964,0.104322262,0.44907558,0.04666296,0.044203963,0.059688281,0.678489983,0.177826196,0.062357027
CRIPAK,0.002933732,0.010951877,0.003160603,0.000295785,0.001316816,0.000166193,0.00316699,0.028679112,0.061728653
AC147067.2,0.012655127,0.014142332,0.00374604,0.000703691,0.042176627,0.000219691,0.287623346,0.023571983,0.040265232
AC147067.1,0.000577854,0.000250553,0.00227543,0.000231754,0.000210686,0.000149218,0.002073861,0.000882029,0.000344723
FAM53A,0.000999572,0.000315887,0.002207325,0.000192126,0.000230312,0.000149179,0.002439943,0.008781874,0.00053202
SLBP,0.012452465,0.000362824,0.002052527,0.000107849,0.000261728,0.000281197,0.247749284,0.005375452,0.041685294
AC016773.1,0.098725058,0.003399206,0.483466059,0.051884469,0.09632121,0.028257959,0.480972648,0.095614865,0.073055916
TACC3,0.070054382,0.012848053,0.002602431,0.000282732,0.000493558,0.000134422,0.001934057,0.001209398,0.000220214
TMEM129,0.015738649,0.032786068,0.018482709,0.000271422,0.001299736,0.032935902,0.261835426,0.035491478,0.000453253
FGFR3,0.062089346,0.03730689,0.019660981,0.000508018,0.00015507,0.000235713,0.296583921,0.144895121,0.052476879
LETM1,0.133717075,0.093544051,0.578618467,0.00040716,0.071377754,0.05559646,0.681001246,0.034096941,0.113076687
NSD2,0.283421248,0.014625914,0.226412535,0.04769269,0.119916901,0.068479098,0.881172657,0.104291573,0.115323029
NELFA,0.032395907,0.012733562,0.238726392,0.000208001,0.04566358,0.03762994,0.319717467,0.047667816,0.001501383
C4orf48,0.026349448,0.025426565,0.004141571,0.000291816,0.002039063,0.035704218,0.141466871,0.044402421,0.000596446
NAT8L,0.169068873,0.248026907,0.258640349,0.101648428,0.105747156,0.000209043,1.588264585,0.510117769,0.211458832
POLN,0.027930539,0.000176887,0.002149445,0.000492334,0.000189023,0.000184181,0.002546348,0.000234393,0.000273952
HAUS3,0.009628973,0.00057245,0.003019648,0.000371518,0.000420448,0.000198195,0.003116928,0.001112138,0.000622418
MXD4,0.021212019,0.006623157,0.003563435,0.000334295,0.000156024,0.000200877,0.003099007,0.048695575,0.070918679
ZFYVE28,0.352920145,0.232270345,0.210294545,0.062961392,0.083838932,0.070900857,0.950383902,0.165549919,0.138658464
RNF4,0.078286037,0.004765315,0.198373944,0.000217076,0.000257383,0.000209155,0.240102082,0.018508831,0.000722095
FAM193A,0.133278206,0.048406616,0.006183506,0.000309368,0.000110103,0.027980303,0.808536589,0.158383295,0.120599747
TNIP2,0.056746256,0.021845872,0.245483965,0.00030674,0.002280482,0.000276874,0.00476236,0.036131192,0.000367399
SH3BP2,0.054019962,0.064752646,0.665694237,0.00019975,0.00023198,0.030380417,0.649456084,0.15914683,0.082352571
ADD1,0.028741769,0.077363662,0.178088665,0.040176656,0.048371095,0.003930119,0.39387849,0.125147387,0.182094663
MFSD10,0.265901238,0.17480804,1.117392302,0.000102803,0.162910402,0.096027032,1.062268257,0.22955668,0.095596835
NOP14-AS1,0.195643619,0.054149006,0.401104987,0.000146595,0.067446627,0.039114349,0.63624686,0.097829573,0.079886898
NOP14,0.024762835,0.02153869,0.017446889,0.000527094,0.001854263,0.000544328,0.135059461,0.027752243,0.091548674
GRK4,0.07610859,0.039101798,0.003239291,0.000499903,0.049268074,0.061481256,0.39705056,0.017994715,0.03808612
HTT,0.010688965,0.00031155,0.002589125,0.000236794,0.000166492,0.000290636,0.133282095,0.013041447,0.000536681
MSANTD1,0.170282736,0.000903994,0.249841139,0.056006957,0.086344697,0.03604586,0.420821041,0.055866923,0.122434236
RGS12,0.017813448,0.001329322,0.002368239,0.000235805,0.000479838,0.000243442,0.001895032,0.000981494,0.000723003
HGFAC,0.052796956,0.046458192,0.401973784,0.000999138,0.000533501,0.028711578,0.418816745,0.073195823,0.04418768
DOK7,0.039189186,0.165589526,0.453725517,0.00019507,0.047563434,0.058251865,0.297912121,0.019559126,0.037173446
LRPAP1,0.001658321,0.018232781,0.002534734,0.000328459,0.000236872,0.000237085,0.001845174,0.00033135,0.000512805
LINC02600,0.535898566,0.213971108,0.979860067,0.16871807,0.106730849,0.122711174,0.826280236,0.404278874,0.154706746
ADRA2C,0.000445883,0.000128886,0.00253702,0.000144853,0.00021501,0.000151109,0.001439249,0.00036607,0.000307618
TMEM128,0.068427265,0.000322233,0.003066964,0.000176444,0.000183423,0.031160884,0.309470028,0.02378064,0.086315148
LYAR,0.01058105,0.010511319,0.499482185,0.000373794,0.000670492,0.031484786,0.002489882,0.013810368,0.000444562
ZBTB49,0.143611938,0.016792892,0.003010988,0.000926104,0.040762525,0.036263254,0.003982149,0.017578905,0.087525003
NSG1,0.005730901,0.005928719,0.005770529,0.000401115,0.006953558,0.000586562,0.002845895,0.007394544,0.001043552
STX18,0.000502123,0.000148899,0.002172961,0.000193844,0.00020441,0.000158662,0.001850897,0.000458654,0.00029832
STX18-AS1,0.0957397,0.000208775,0.248238042,0.075234324,0.093611427,0.001678978,0.622344315,0.06642992,0.080005661
MSX1,0.000613075,0.000671433,0.002654104,0.00033031,0.000239852,0.000214438,0.002578281,0.001405752,0.000338865
CYTL1,0.013660839,0.000648399,0.002954359,0.000164579,0.000162192,0.000196983,0.114988968,0.008266444,0.000331839
STK32B,0.00155471,0.000549765,0.002412018,0.000209176,0.00044288,0.000191126,0.002578155,0.003995144,0.000427922
EVC2,0.000688506,0.000782879,0.228369877,0.000529777,0.000196334,0.00015602,0.002832778,0.001437988,0.000341414
EVC,0.000726593,0.000834394,0.002334174,0.000328615,0.000207923,0.000157088,0.002007829,0.00242057,0.000281188
CRMP1,0.000501846,0.000156328,0.002164059,0.000198071,0.000201486,0.000155581,0.001821324,0.00063556,0.000296266
JAKMIP1,0.077573657,0.000276453,0.002503638,0.000182936,0.000246811,0.000150031,0.001956535,0.017629812,0.000283314
WFS1,0.000522808,0.000420861,0.002372175,0.000199145,0.000227928,0.000178384,0.002064395,0.000781252,0.000313762
PPP2R2C,0.049507689,0.076780148,0.013358814,0.000178078,0.044392262,0.031406734,0.239900231,0.077054113,0.112992518
MAN2B2,0.000613745,0.000188634,0.002261251,0.000217611,0.00028635,0.000159317,0.001832369,0.000401944,0.000364277
MRFAP1,0.039046206,0.119387634,0.26562947,0.035942111,0.090292819,0.056003325,0.20678103,0.114696614,0.144442588
LINC02482,0.507201731,0.138869554,1.714852691,0.216305315,0.174733102,0.15268749,1.113695025,0.277781725,0.167847544
AC093323.1,0.013307533,0.012290912,0.008354907,0.000114355,0.000326663,0.000255298,0.261747211,0.000318361,0.000466839
LINC002481,0.054487694,0.034754109,0.211518794,0.000198418,0.049765311,0.031879969,0.002890024,0.007862789,0.046278398
S100P,0.000716947,0.000401579,0.002569187,0.00034669,0.000210785,0.000162993,0.00203852,0.000856778,0.000339012
