"Pattern_1","Pattern_2","Pattern_3","Pattern_4","Pattern_5","Pattern_6","Pattern_7","Pattern_8","Pattern_9","Pattern_10","Pattern_11","Pattern_12","Pattern_13","Pattern_14","Pattern_15","Pattern_16","Pattern_17","Pattern_18","Pattern_19","Pattern_20","Pattern_21","Pattern_22","Pattern_23","Pattern_24","Pattern_25"
NA,"MAP3K13","ORMDL2",NA,"BBS9","LSM4",NA,NA,"WNT5B","BOLA2B","MPZL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARP12",NA,"TIPRL"
NA,"HLA-E","ALG2",NA,"EIF2AK4","SNHG29",NA,NA,"AL513190.1","PRELID1","SNRNP70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01578",NA,"AKAP17A"
NA,"ARPC2","CCL16",NA,"HYAL3","AL844892.1",NA,NA,"OASL","EIF3G","CHST13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR2I1P",NA,NA
NA,"AGMAT","OAZ2",NA,"ZNF589","DNPH1",NA,NA,"IQCC","IK","AKIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF350",NA,NA
NA,"SCLY","RIDA",NA,"GC","RPN1",NA,NA,"MGAT2","MVK","ACADSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNPY2",NA,NA
NA,"HSD17B13","IRF6",NA,"NCAPH2","MRPL36",NA,NA,"AP005131.6","CU633906.5","KIAA1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL133467.1",NA,NA
NA,"CALM3","LUC7L3",NA,"FOXP4","DECR1",NA,NA,"CYGB","CDC37","ZFP36L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF506",NA,NA
NA,"ISOC2","TMEM140",NA,"IRF2BPL","CYP4A22",NA,NA,"TOR1AIP2","GRSF1","PRDX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPP7",NA,NA
NA,"EIF1","RETREG2",NA,"CXXC1","RPL3",NA,NA,"GPR18","TOP1MT","ANKRD42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAPZB",NA,NA
NA,"SAT1","TBC1D15",NA,"TSHZ1","ERP44",NA,NA,"IER3","ZMYM6","IP6K2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPL21",NA,NA
NA,"HDLBP","SIRT2",NA,"DOCK9","PARPBP",NA,NA,"EFCAB14","GNB1","SAFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYPLA1",NA,NA
NA,"RPL36A","SNHG6",NA,"CCDC124","PCNA",NA,NA,"EPB41L4B","CCPG1","PEX6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOC2L",NA,NA
NA,"TSTD1","BNIP3",NA,"ERMAP","MAPK1IP1L",NA,NA,"AL162431.1","UNC93B1","TMPRSS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXOC4",NA,NA
NA,"AL021707.5","COX8A",NA,"AC016957.2","PRSS35",NA,NA,"PDHX","ACTR1B","MALSU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPLOC4",NA,NA
NA,"AKR1C1","NANOS1",NA,"ZNF597","ACOT7",NA,NA,"AC008764.8","ALDH4A1","TOR1AIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM8A1",NA,NA
NA,"MRPL13","TOMM5",NA,"ANKS3","ZNF572",NA,NA,"UBP1","ECM2","THEM6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL844908.1",NA,NA
NA,"SLC40A1","GAB3",NA,"RBPMS-AS1","STX4",NA,NA,"AC073257.2","COPZ1","TARDBP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QKI",NA,NA
NA,"CTTN","HSPA1A",NA,"TMEM87A","AL139089.1",NA,NA,"USP47","VPS13C","YES1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BPHL",NA,NA
NA,"PGM1","SDHAF2",NA,"NDRG2","REEP3",NA,NA,"ST6GALNAC6","RBM10","GHDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSL3",NA,NA
NA,"BTBD16","ICAM1",NA,"FMO1","HLF",NA,NA,"PREB","MAPK1IP1L","IFNGR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC022167.4",NA,NA
NA,"MBD6","ZNF622",NA,"ZDHHC3","NFYB",NA,NA,"PLBD1","SLC13A3","SNX18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OGT",NA,NA
NA,"IK","BET1L",NA,"PDIA6","ABCC2",NA,NA,"SNX5","STRADB","UFSP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC25A4",NA,NA
NA,"ERP29","COMMD6",NA,"FANCG","LINC02246",NA,NA,"EPAS1","HIPK3","EAF1-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAPLINC",NA,NA
NA,"ANKRD46","LEAP2",NA,"ARHGAP29","ZNF281",NA,NA,"LINC02673","NR1H4","PAXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC005837.1",NA,NA
NA,"ANKRD35","AC027644.3",NA,"LAMTOR5-AS1","RPGRIP1L",NA,NA,"SNX10","NFIC","WDR45B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM238",NA,NA
NA,"RPS20","FOXA2",NA,"AC103706.1","B3GAT3",NA,NA,"CS","ZNF701","RRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP003778.1",NA,NA
NA,"ZNF549","SF3B4",NA,"WDR43","HMGN3-AS1",NA,NA,"MBTPS1","NMD3","F10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HPN",NA,NA
NA,"AC011317.1","BNIP2",NA,"TXNL4A","RHOU",NA,NA,"D2HGDH","STX5","B4GAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNHG16",NA,NA
NA,"AC108047.1","MICU1",NA,"AC132938.1","ENTPD6",NA,NA,"NDUFA5","WBP11","RANGAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HDLBP",NA,NA
NA,"MYOM2","PSMD14",NA,"ZNF768","RNASET2",NA,NA,"AP005136.4","AC008549.1","HNRNPDL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP2A1",NA,NA
NA,"LRRFIP2","PDIA5",NA,"CYP2C19","AC104971.1",NA,NA,"OSTC","AC018845.3","DECR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAGH",NA,NA
NA,"SGMS1","YPEL5",NA,"POLA2","TRIM8",NA,NA,"LINC02593","PI4KB","LMF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFAP20",NA,NA
NA,"RAD21","TRIO",NA,"AL445524.1","FAM20A",NA,NA,"MTFP1","SELENOO","POLR2K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLSCR1",NA,NA
NA,"MZF1-AS1","NDUFS3",NA,"TP53","CYGB",NA,NA,"LINC02289","ZNF706","NFYB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IDH3G",NA,NA
NA,"NACA","MRPS36",NA,"ZMAT5","SMAD5-AS1",NA,NA,"HACD2","TMEM167A","LPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC33A1",NA,NA
NA,"HMGN3","NAB2",NA,"GNG11","COX16",NA,NA,"ZNF81","ASCC2","OXLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC12A6",NA,NA
NA,"BTG1","GPATCH4",NA,"WDR37","TJP2",NA,NA,"SNX6","NFKB2","EBLN3P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC011466.1",NA,NA
NA,"SRRM3","ALDOB",NA,"AKNA","LAMTOR2",NA,NA,"ZNF217","ACADM","SF3A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COA1",NA,NA
NA,"RPS10","BAG5",NA,"ATP5IF1","MRPS24",NA,NA,"YIF1A","SEC14L2","OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELOVL1",NA,NA
NA,"HBA2","STYX",NA,"CAPN7","AL031123.5",NA,NA,"RAB1A","LRRC42","FARP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP3S1",NA,NA
NA,"TPD52L2","ERLIN2",NA,"TCF7L1","ANPEP",NA,NA,"CEP55","MRPL27","EIF4G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPRG1L",NA,NA
NA,"XXYLT1","CORO1B",NA,"GREB1L","SLC22A18AS",NA,NA,"C16orf70","SURF2","ATF5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL021940.1",NA,NA
NA,"BUD23","GRIPAP1",NA,"SMPD4","AP5S1",NA,NA,"PLSCR4","MRPL14","TP53TG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEC22B",NA,NA
NA,"NSDHL","ALAD",NA,"CDC73","FUCA1",NA,NA,"PTOV1","NME3","CHST1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TIPRL",NA,NA
NA,"MTSS2","CHRD",NA,"TNS3","FLOT1",NA,NA,"RNF7","UBE2K","RAB32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC091180.3",NA,NA
NA,"DECR1","MTIF3",NA,"ZNF527","FAM3B",NA,NA,"MCRIP1","ANXA10","RRAGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLEC4F",NA,NA
NA,"ZNF865","ALG1",NA,"RPS8","SAP18",NA,NA,"DLGAP1-AS1","KEAP1","TCF25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRDX3",NA,NA
NA,"PIPOX","DST",NA,"MLST8","AC090739.1",NA,NA,"METTL9","CCNI","TXNIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TXNL1",NA,NA
NA,"ARPP19","AP2A1",NA,"SLC26A6","AC010973.2",NA,NA,"MYH10","NDUFS2","GNB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC084824.4",NA,NA
NA,"PTK2","ALG12",NA,"HDHD3","IK",NA,NA,"MBNL1-AS1","ADH6","TAF13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC35A3",NA,NA
NA,"LSS","RAB10",NA,"DCLRE1B","EVC2",NA,NA,"AP000866.2","LSM10","MDK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC093817.2",NA,NA
NA,"MPP6","MORF4L2",NA,"FAAP20","TMEM135",NA,NA,"AK1","BRD2","BTD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BID",NA,NA
NA,"DRG1","GLRX2",NA,"GLIS3","ZNF14",NA,NA,"FOXRED2","PDE3A","AC083964.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUEDC2",NA,NA
NA,"MYZAP","SLC25A10",NA,"MRPL9","SEPHS2",NA,NA,"IL34","ZKSCAN1","FH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC015802.6",NA,NA
NA,"ITGB3BP","PCDH1",NA,"AZGP1","RYR1",NA,NA,"AC012499.1","DCST2","ADRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STYXL1",NA,NA
NA,"FAM184B","YTHDF1",NA,"AL355488.1","OLFM1",NA,NA,"FBXO21","CD59","MT1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KANSL1-AS1",NA,NA
NA,"TIMM23","SLC25A46",NA,"UGT2B15","POLD2",NA,NA,"PRR15L","UBE2F","BRD7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSMA5",NA,NA
NA,"SLCO1B3","LGALS3BP",NA,"POLR1B","AC009120.5",NA,NA,"NELFB","ACY1","LYPLA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLTB",NA,NA
NA,"AC008738.2","MRPS24",NA,"GOLT1A","AC006504.5",NA,NA,"AL356599.1","CKAP5","MAGEF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP1B1",NA,NA
NA,"HADHB","MRPS14",NA,"GPX2","AL138966.2",NA,NA,"PCCA","VWF","NDUFB5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CITED4",NA,NA
NA,"PLAC9","AP3D1",NA,"CDC34","DGAT1",NA,NA,"SPATA6","IRAK1","AL390208.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERAL1",NA,NA
NA,"AC022364.1","MRPS16",NA,"AC138696.2","PLPP3",NA,NA,"FBXW5","KANSL1-AS1","PSMD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF11",NA,NA
NA,"AC007953.1","RAB6A",NA,"NUFIP2","ISCU",NA,NA,"AC018521.5","BCL6","NAMPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP000766.1",NA,NA
NA,"MAGEF1","HAUS7",NA,"ATP13A2","GRINA",NA,NA,"SFPQ","C6orf62","ODR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBE2K",NA,NA
NA,"LACC1","FGF21",NA,"IPO13","HSF1",NA,NA,"ABCB1","C12orf45","CRELD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FTCD","CYB561A3",NA,"CDHR5","NDUFA4",NA,NA,"EAF2","LINC01010","EIF2B5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ECI2","ERI3",NA,"CDK1","ARHGAP39",NA,NA,"DYRK4","FUBP1","STOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PCMT1","BMP1",NA,"AC027682.6","COPS6",NA,NA,"HDHD3","SNW1","RAD51B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ANAPC5","AIFM1",NA,"TMEM242","SARS",NA,NA,"MAP3K11","MPHOSPH10","VAV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GPBP1L1","TAB3",NA,"POLR2G","NR4A2",NA,NA,"TFRC","RETREG3","KDELR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"XYLT1","CYP51A1",NA,"RPL34","PRSS36",NA,NA,"C8orf82","TKT","TMEM179B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC020656.1","CMTM3",NA,"ASIC1","BATF3",NA,NA,"STRIP2","WDR1","TM9SF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CLRN3","TMEM30A",NA,"OSCP1","MAOA",NA,NA,"SCNN1G","SCLY","MPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RPRD1B","TNKS2",NA,"CMC2","TMEM203",NA,NA,"ERAP1","MRPL43","C8B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GLMP","TRBC2",NA,"UBE2D3-AS1","MGST3",NA,NA,"DGKG","PAIP1","HIPK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CHEK1","TGM2",NA,"ZNF689","RBBP7",NA,NA,"ARMH2","FUT10","DNAJC19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LIPA","DDX6",NA,"TRAF5","DLD",NA,NA,"PPDPF","STX16","MICOS13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SRI","CPT2",NA,"JDP2","ZNF850",NA,NA,"GNG5","BUB3","MUL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RBX1","SLC23A2",NA,"PRPSAP2","TRIM44",NA,NA,"EPRS","NOXO1","CCT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CS","IFI44",NA,"ARPC5L","TCEA2",NA,NA,"NDUFA13","DBI","URM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AP3S1","TTC6",NA,"GBP3","EIF4H",NA,NA,"APOL2","RXRA","PECAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PAM16","GSDMD",NA,"PCDH17","SERPINE1",NA,NA,"SNRPD3","PEX6","MRPL54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATOX1","ERO1B",NA,"DDX51","SIK1B",NA,NA,"CTNNB1","RNASEK","DAAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PKLR","RNF149",NA,"AEN","HPR",NA,NA,"CPT2","TRAPPC12","MTMR10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CYP1A1","CAMK1D",NA,"PALMD","DMD",NA,NA,"POLA1","PARP9","EIF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TMEM259","MRPL13",NA,"SLC51A","C21orf58",NA,NA,"TMEM255A","HEATR1","TIMM10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ETNK2","DDX41",NA,"ORM2","FASTKD2",NA,NA,"ZDHHC12","PPP1R16A","YWHAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"C5","FCER1G",NA,"CCPG1","RFNG",NA,NA,"GOT2","SCO2","APOA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ANGPTL2","TMED7",NA,"STXBP2","ZNF34",NA,NA,"NPY1R","NPC2","SYS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AKIP1","BSCL2",NA,"DESI2","BASP1",NA,NA,"AP006333.1","SRRT","ROGDI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"GLYAT","GOLT1B",NA,"RXYLT1","SCAND1",NA,NA,"NDUFS6","CSDE1","KIAA0232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ABCG1","ELAC2",NA,"CYP3A5","GPI",NA,NA,"SEMA4G","MIIP","AL355297.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SEPTIN9","TBL3",NA,"KDM2B","PGM2L1",NA,NA,"NAGLU","FAM177A1","MICOS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NUMB","FAM99A",NA,"MAN2C1","RPL38",NA,NA,"LACTB2","MRPL17","SLC37A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC137834.2","VPS29",NA,"TET3","TPRG1-AS1",NA,NA,"DCLRE1C","HIGD1A","DUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TEX2","DNAJB12",NA,"RAB5A","CTSF",NA,NA,"ALKBH1","SEPTIN7","SAE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TM9SF2","UGP2",NA,"KRT8","AL360270.2",NA,NA,"ABHD2","C1QC","MAP4K4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"IGHG1","CCL15",NA,"KHK","SNAI1",NA,NA,"CYP2A6","CKS1B","CORO1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PCTP","DAG1",NA,"MAD1L1","AC012645.3",NA,NA,"COL7A1","NME1","MRPL43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOLK","CMC1",NA,"OGFR","CCL2",NA,NA,"CENPM","LBR","H6PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LINC01572","BLOC1S1",NA,"AC112206.2","AL135924.2",NA,NA,"FDXACB1","FAM32A","TMSB4X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RBP5","RNPEPL1",NA,"DPH7","TGFBR2",NA,NA,"GTPBP2","CLN6","AC079848.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PANK3","HMGN1",NA,"VOPP1","RALGDS",NA,NA,"FBXO16","C17orf49","RHBG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ATP6V1D","ATP5F1C",NA,"PRKAA2","ARRDC3",NA,NA,"C18orf32","TMBIM1","GRWD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TNIP2","RFX5",NA,"EFNA1","CYP2D6",NA,NA,"VEGFB","GDI1","TRAPPC2L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TIPIN","ATP6V0A1",NA,"INAVA","LRRC20",NA,NA,"TESC","EAF2","ENOSF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"COX17","RPL15",NA,"LINC02840","TIGIT",NA,NA,"AIFM3","GFRA2","PIH1D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FGFBP2","MRPL15",NA,"DNMBP-AS1","RAB11A",NA,NA,"SNX33","STMP1","ARPC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TRAPPC1","MRPL19",NA,"MFAP1","TEN1",NA,NA,"ACOX1","ESYT1","ETFDH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"IRS1","CFAP298",NA,"VPS26C","XPO1",NA,NA,"NDUFB8","PPFIBP2","ELOVL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NDRG1","C8B",NA,"KDM1A","MT-ND4L",NA,NA,"MAP7D1","RPS3","DDX17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NDUFS4","LETM1",NA,"ALDH6A1","FAM50A",NA,NA,"CCDC96","ALDH1B1","TYMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FAM177A1","NDUFA8",NA,"ANKIB1","UBE2Q1",NA,NA,"SP100","RAB1B","RBM17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LINC00310","GNS",NA,"NRM","RAB5IF",NA,NA,"AP003086.1","NACA","SELENOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SNAI2","ZBED5-AS1",NA,"ARHGEF1","PSMB10",NA,NA,"AP000593.4","MRPL3","TLE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PSMD4","MBOAT7",NA,"CYB5B","RNF10",NA,NA,"COPE","SNHG19","FBXL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CPD","HAUS4",NA,"DXO","RPL15",NA,NA,"RPS16","DYNLL2","SNRPF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RAB13","CASC4",NA,"TMEM204","RBP7",NA,NA,"ZNF573","CTSS","AC023632.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC104211.2","RNF128",NA,"AL161669.3","MYRFL",NA,NA,"IFNAR2","C19orf53","UBE2N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"FH","PAWR",NA,"KIF5B","AC118553.1",NA,NA,"LINC02200","KLHDC3","POLR2E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DHX15","BAAT",NA,"EGFR-AS1","GARS",NA,NA,"TGFB3","PPP1R14A","PREPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AC093484.3","HARS",NA,"KIAA1217","NDUFA2",NA,NA,"SYCE1L","LINC00824","PIGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ZNF91","FKBP2",NA,"ARHGAP39","CYP4F11",NA,NA,"VPS13B-DT","CYB5R3","KLHDC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SERINC1","TBC1D23",NA,"RPL6","CIDEB",NA,NA,"EIF3J","CHPF2","GHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MTMR9","AL449106.1",NA,"KDM4A","RN7SL832P",NA,NA,"MAT2B","HP1BP3","CFLAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ACAT1","PSMD2",NA,"DPF2","JRKL",NA,NA,"CPEB4","SERP1","HMGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TTC12","PECAM1",NA,"PTPN12","SPRYD4",NA,NA,"SARS2","CAPN1","PIF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"UBXN2B","SLC38A4",NA,"CSTF1","SPPL2A",NA,NA,"CSDE1","EIF3M","CIAO2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"F5","FAM89B",NA,"DCAF11","MAN2B2",NA,NA,"RASAL2-AS1","IER3IP1","ICAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"USP2","DPAGT1",NA,"METTL7A","CLCN3",NA,NA,"C12orf60","HYI","ATP13A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"SLC25A39","SDE2",NA,"MTERF1","SDF2L1",NA,NA,"TRAPPC12","KIAA1671","CD74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ZNF283","PNPO",NA,"SNHG10","SNURF",NA,NA,"LINC01703","APTX","HDHD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"XK","ACTN2",NA,"GCKR","MOGAT3",NA,NA,"CASKIN1","C4B","MGAT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ACSM2B","MAZ",NA,"MAP4K4","AP000866.5",NA,NA,"TMEM109","PRKCE","C12orf45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"VAV2","LAMTOR2",NA,"OPLAH","MEGF9",NA,NA,"CAPN10-DT","FOXA2","TSPEAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ZBED5-AS1","SPPL3",NA,"CEBPZ","PFDN5",NA,NA,"MS4A4E","SEMA4G","IL17RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
