"Pattern_1","Pattern_2","Pattern_3","Pattern_4","Pattern_5","Pattern_6","Pattern_7","Pattern_8","Pattern_9","Pattern_10","Pattern_11","Pattern_12","Pattern_13","Pattern_14","Pattern_15","Pattern_16","Pattern_17","Pattern_18","Pattern_19","Pattern_20","Pattern_21","Pattern_22","Pattern_23","Pattern_24","Pattern_25","Pattern_26","Pattern_27","Pattern_28"
NA,"RC3H1",NA,"NBPF19",NA,"LIN7C","PF4V1",NA,NA,NA,"AC025539.1","TMEM38B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACOXL-AS1",NA,NA,NA
NA,"AC004951.1",NA,"PAPSS2",NA,"LINC01278","RPUSD2",NA,NA,NA,"AC027688.1","HIST2H2AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NKAPL",NA,NA,NA
NA,"SLC4A1AP",NA,"AC012065.3",NA,"TRIM55","FAM89A",NA,NA,NA,"AC107021.2","TRIM41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CETN2",NA,NA,NA
NA,"JAKMIP2-AS1",NA,"UIMC1",NA,"EBF4","NBPF11",NA,NA,NA,"KHDC4","VIL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NELFB",NA,NA,NA
NA,"GINS3",NA,"CIDEB",NA,"ZNF562","HMGN1",NA,NA,NA,"ARHGEF2","SYT12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLG",NA,NA,NA
NA,"PRRG1",NA,"GDAP2",NA,"PCGF6","LINC02556",NA,NA,NA,"PAX8-AS1","AL109627.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGIP",NA,NA,NA
NA,"KIF3B",NA,"FGD5",NA,"TENT5C","ZNF273",NA,NA,NA,"CD80","VBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOB1",NA,NA,NA
NA,"AC119673.2",NA,"HNMT",NA,"REG3G","CSPG4",NA,NA,NA,"AC083841.1","ZMYND12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KNG1",NA,NA,NA
NA,"Z82246.1",NA,"ZDHHC14",NA,"MRTFB","PBK",NA,NA,NA,"PTPRS","WIPI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC159540.2",NA,NA,NA
NA,"NMB",NA,"EXOC2",NA,"ASAP3","POGZ",NA,NA,NA,"MDN1","AL096870.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF552",NA,NA,NA
NA,"CRBN",NA,"ZNF880",NA,"HRAS","FGFR2",NA,NA,NA,"DROSHA","SLC1A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLPX",NA,NA,NA
NA,"AC068831.4",NA,"GAS5-AS1",NA,"REST","OXSM",NA,NA,NA,"PRUNE1","PINK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF750",NA,NA,NA
NA,"MRPL17",NA,"SLC51B",NA,"IMPA2","PACRG",NA,NA,NA,"TRDC","TARSL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLU",NA,NA,NA
NA,"LINC02428",NA,"PTGR2",NA,"ANAPC7","SLC9A2",NA,NA,NA,"ARSB","PYM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARF4-AS1",NA,NA,NA
NA,"AL121839.2",NA,"MRE11",NA,"AC139887.5","IL17B",NA,NA,NA,"ZNF416","MED24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF175",NA,NA,NA
NA,"ST3GAL5",NA,"RARA-AS1",NA,"EVL","SNCG",NA,NA,NA,"AC013643.2","ZNF830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCTD6",NA,NA,NA
NA,"LINC00393",NA,"GRTP1",NA,"CHCHD7","TMEM175",NA,NA,NA,"TEX10","AC080089.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOXRED2",NA,NA,NA
NA,"PUS1",NA,"CPT2",NA,"IQCA1","RALGAPA2",NA,NA,NA,"SLC29A3","AC007786.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIF1A",NA,NA,NA
NA,"BAG5",NA,"AC021097.1",NA,"MPZL3","FCHSD1",NA,NA,NA,"FAM217B","LINC01186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THAP9-AS1",NA,NA,NA
NA,"HAT1",NA,"AP001160.4",NA,"CDK11A","MIR3150BHG",NA,NA,NA,"NUP50","MRPS36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENPJ",NA,NA,NA
NA,"PRKCI",NA,"MROH2B",NA,"YPEL5","ARNTL",NA,NA,NA,"LINC00863","ADAT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPR157",NA,NA,NA
NA,"SNX1",NA,"HSDL2",NA,"HEXIM1","ARMCX3",NA,NA,NA,"RNF10","ATG16L1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMP1",NA,NA,NA
NA,"AC092110.1",NA,"FAM133B",NA,"AC127502.2","CDK5",NA,NA,NA,"TRPV1","CAVIN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPK8IP2",NA,NA,NA
NA,"CASP4",NA,"Z82246.1",NA,"AC092718.4","SNX33",NA,NA,NA,"TTI1","AC092636.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPR146",NA,NA,NA
NA,"PTK2B",NA,"CCND2-AS1",NA,"NOTCH4","AL158152.1",NA,NA,NA,"FAM189B","KEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSENEN",NA,NA,NA
NA,"HSDL1",NA,"COPS3",NA,"ZSWIM6","URB1-AS1",NA,NA,NA,"AC005884.1","HS2ST1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRG-AS1",NA,NA,NA
NA,"DGCR8",NA,"IMPA2",NA,"AC004160.2","PRKAR2A",NA,NA,NA,"MDP1","MRS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL122008.3",NA,NA,NA
NA,"EHD4",NA,"PARD3",NA,"ADPRHL2","MAP4K2",NA,NA,NA,"COL4A6","RABEP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNRC18",NA,NA,NA
NA,"CNTF",NA,"SLC26A6",NA,"AGO2","MAGOHB",NA,NA,NA,"RPRD2","CREM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AASDH",NA,NA,NA
NA,"TRIM11",NA,"AC046134.2",NA,"AL354892.2","ZDHHC6",NA,NA,NA,"ATG16L2","MAST3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL008721.2",NA,NA,NA
NA,"MNDA",NA,"HIBADH",NA,"AL359632.1","AGAP5",NA,NA,NA,"BMI1","TMEM263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRMT61A",NA,NA,NA
NA,"NUP58",NA,"ZFP64",NA,"RCE1","NICN1",NA,NA,NA,"GOLGA5","AFF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF287",NA,NA,NA
NA,"PSMD13",NA,"PGM5P4-AS1",NA,"AC116049.2","TMEM41B",NA,NA,NA,"NPAS3","C12orf73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VSIG2",NA,NA,NA
NA,"NIPSNAP3B",NA,"ZNF829",NA,"AC008894.2","PIP4K2B",NA,NA,NA,"DAB2IP","ETFBKMT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYO5C",NA,NA,NA
NA,"DTL",NA,"SNX14",NA,"AL159156.1","AL161457.2",NA,NA,NA,"C22orf39","ADAMTS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP6",NA,NA,NA
NA,"GRIK4",NA,"PWWP3B",NA,"TMEM87B","AC010307.4",NA,NA,NA,"TCOF1","ILK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC105411.1",NA,NA,NA
NA,"SHROOM3",NA,"AL031587.3",NA,"CC2D1B","PTOV1",NA,NA,NA,"RAB11FIP5","CFL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF577",NA,NA,NA
NA,"AC096564.1",NA,"AC097518.1",NA,"UBL7","DLEU1",NA,NA,NA,"WDR25","AC126283.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBC1D8B",NA,NA,NA
NA,"AC012087.2",NA,"TEX11",NA,"AC008537.4","BICRA",NA,NA,NA,"AC007952.3","CNNM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MED8",NA,NA,NA
NA,"MTRR",NA,"AP001830.1",NA,"AC127024.6","RGS10",NA,NA,NA,"CASC4","SMARCA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBXAS1",NA,NA,NA
NA,"CIAO1",NA,"NUDT14",NA,"FBF1","ISM1",NA,NA,NA,"PLPP5","RAP1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C11orf49",NA,NA,NA
NA,"ELAC2",NA,"TMEM126A",NA,"FBXW9","MCM10",NA,NA,NA,"AC087893.2","UBQLN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERPUD1",NA,NA,NA
NA,"PLPP3",NA,"LCOR",NA,"ACVR2B","GALE",NA,NA,NA,"DPEP1","AC067930.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U91319.1",NA,NA,NA
NA,"MTPN",NA,"MACO1",NA,"HNRNPA1P48","C11orf71",NA,NA,NA,"FER1L5","PAK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM176B",NA,NA,NA
NA,"DARS2",NA,"CREB3L3",NA,"LAMA2","METTL16",NA,NA,NA,"GYS2","AC026202.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RDH12",NA,NA,NA
NA,"TNIK",NA,"C1RL",NA,"WDR43","ZFP30",NA,NA,NA,"NR0B1","EIF2D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GCC2",NA,NA,NA
NA,"AC125494.1",NA,"OTUD7B",NA,"LETM1","SSNA1",NA,NA,NA,"SYT11","NCOA6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOL12",NA,NA,NA
NA,"CPEB2",NA,"ABHD3",NA,"CYP27B1","RCC2",NA,NA,NA,"TFB1M","ACAT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF562",NA,NA,NA
NA,"NUP50-DT",NA,"ZNF354B",NA,"AC068790.5","C2orf73",NA,NA,NA,"MBP","AC000068.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARNTL2",NA,NA,NA
NA,"IRF2",NA,"SCG5",NA,"ARMCX2","EFTUD2",NA,NA,NA,"LINC01907","NOTCH2NLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SS18L1",NA,NA,NA
NA,"SECISBP2",NA,"ZNF777",NA,"AC096589.1","DDI2",NA,NA,NA,"ARHGEF16","AC048382.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PELI1",NA,NA,NA
NA,"MBD1",NA,"ZNF688",NA,"WASHC3","GFER",NA,NA,NA,"C12orf29","CIAPIN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZW10",NA,NA,NA
NA,"ZNF585B",NA,"COX6A2",NA,"PDCD10","PEAR1",NA,NA,NA,"SDF2","TENT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSM5",NA,NA,NA
NA,"STRAP",NA,"AC079145.1",NA,"PIF1","AC022424.1",NA,NA,NA,"KPNA1","WASL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VPS35L",NA,NA,NA
NA,"HCG18",NA,"CNPPD1",NA,"BANP","AEBP2",NA,NA,NA,"TMED1","TBCB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TSPOAP1",NA,NA,NA
NA,"MAPT",NA,"LRP6",NA,"AL021392.1","SPRR1B",NA,NA,NA,"MYO7A","ZSCAN5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC9A3R2",NA,NA,NA
NA,"IARS",NA,"NR1H4",NA,"GNG12-AS1","POLG",NA,NA,NA,"CASK-AS1","CLSTN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POFUT2",NA,NA,NA
NA,"FAM89A",NA,"CPQ",NA,"AC006040.1","ITM2C",NA,NA,NA,"TNFRSF14","DHRS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL121890.2",NA,NA,NA
NA,"PTBP2",NA,"NAPRT",NA,"ST3GAL4","AC005329.2",NA,NA,NA,"SOGA1","TYW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC02346",NA,NA,NA
NA,"AL022328.3",NA,"ARHGEF10L",NA,"EXD3","FLYWCH2",NA,NA,NA,"CEP120","MIS18BP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GDPGP1",NA,NA,NA
NA,"ETV1",NA,"MSH3",NA,"CD70","FBXO32",NA,NA,NA,"SCNN1D","ZADH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EBNA1BP2",NA,NA,NA
NA,"ATF6B",NA,"ADIPOR1",NA,"CCNL1","JDP2",NA,NA,NA,"VPS45","FOXRED1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD36",NA,NA,NA
NA,"PLEKHB2",NA,"AC083798.2",NA,"TTC27",NA,NA,NA,NA,"BAALC","ABHD16A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC018647.2",NA,NA,NA
NA,"PHYHIPL",NA,"TCEAL1",NA,"CTPS2",NA,NA,NA,NA,"AC099343.3","NAV3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PITPNB",NA,NA,NA
NA,"TRAT1",NA,"APMAP",NA,"SHQ1",NA,NA,NA,NA,"AC011503.2","OSBPL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF674-AS1",NA,NA,NA
NA,"LAIR1",NA,"AC027319.1",NA,"B4GALT5",NA,NA,NA,NA,"AL353807.5","RAB8B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD13A",NA,NA,NA
NA,"AC009318.2",NA,"ZNF148",NA,"NSMCE2",NA,NA,NA,NA,"AAMP","SMPD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC079848.1",NA,NA,NA
NA,"ZNF417",NA,"TM9SF2",NA,"AL353708.3",NA,NA,NA,NA,"AC092650.1","AP001816.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MADD",NA,NA,NA
NA,"TTN-AS1",NA,"GALE",NA,"PICK1",NA,NA,NA,NA,"AC004223.2","LRTOMT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EP300",NA,NA,NA
NA,"TRMT10A",NA,"LRRFIP2",NA,"C4orf50",NA,NA,NA,NA,"SLC25A2","GATA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRP5L",NA,NA,NA
NA,"B3GALT5",NA,"NDUFB1",NA,"ZNF793",NA,NA,NA,NA,"CIZ1","COQ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRBP1",NA,NA,NA
NA,"AIMP2",NA,"SAR1B",NA,"GRIK3",NA,NA,NA,NA,"AC003084.1","DYNC1I1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPFIA4",NA,NA,NA
NA,"KSR1",NA,"PRDX3",NA,"WDR86",NA,NA,NA,NA,"EPC1","BASP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHKA2-AS1",NA,NA,NA
NA,"PHACTR4",NA,"POLR2M",NA,"PRKCH",NA,NA,NA,NA,"ZNF181","BET1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAU2",NA,NA,NA
NA,"ARHGEF37",NA,"HAAO",NA,"MAGIX",NA,NA,NA,NA,"PMS1","SLC30A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENO1",NA,NA,NA
NA,"CCDC154",NA,"OXNAD1",NA,"AL138820.1",NA,NA,NA,NA,"GYG1","ATP8B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORO1B",NA,NA,NA
NA,"AL135786.2",NA,"DCAF6",NA,"IPP",NA,NA,NA,NA,"SIRT1","COPRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPM1J",NA,NA,NA
NA,"KRBA1",NA,"EPHB4",NA,"AC093274.1",NA,NA,NA,NA,"CAPN3","GHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAM50A",NA,NA,NA
NA,"HNRNPA1P48",NA,"CHMP2B",NA,"ZZEF1",NA,NA,NA,NA,"PCGF2","HTR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD9",NA,NA,NA
NA,"DCLK1",NA,"PPM1M",NA,"PARP6",NA,NA,NA,NA,"KMT2C","ATXN1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPC6",NA,NA,NA
NA,"DHRS4",NA,"AL160269.1",NA,"ADAT1",NA,NA,NA,NA,"KCNE3","AC008875.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC02340",NA,NA,NA
NA,"YARS",NA,"AC012459.1",NA,"LZTS3",NA,NA,NA,NA,"CSK","CTAGE4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUSTN1",NA,NA,NA
NA,"ACP6",NA,"SDHAF1",NA,"AC074050.4",NA,NA,NA,NA,"RPP25","STK39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF551",NA,NA,NA
NA,"PRRC1",NA,"EBPL",NA,"EFHC1",NA,NA,NA,NA,"CENPS","TM2D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TGM2",NA,NA,NA
NA,"PSMG3-AS1",NA,"HHEX",NA,"MAD1L1",NA,NA,NA,NA,"ARHGEF12","NARS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD46",NA,NA,NA
NA,"SEPSECS-AS1",NA,"ANKS1B",NA,"KXD1",NA,NA,NA,NA,"STEAP1","NECAB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARFGEF1",NA,NA,NA
NA,"DHX8",NA,"MRPL53",NA,"SPTAN1",NA,NA,NA,NA,"RBM19","FZD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDIA5",NA,NA,NA
NA,"ALDH18A1",NA,"USP24",NA,"BAP1",NA,NA,NA,NA,"ODC1","JMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC00665",NA,NA,NA
NA,"LRRC4C",NA,"LYRM7",NA,"HSD11B2",NA,NA,NA,NA,"PSG4","SAYSD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYG2",NA,NA,NA
NA,"PI4K2B",NA,"TPMT",NA,"RPP21",NA,NA,NA,NA,"WDR33","AC007342.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HCN1",NA,NA,NA
NA,"C6orf120",NA,"LINC00467",NA,"ENKD1",NA,NA,NA,NA,"PPIL1","MARK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANKRD23",NA,NA,NA
NA,"SNN",NA,"CFHR5",NA,"SAXO2",NA,NA,NA,NA,"AL135978.2","LRRC41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCDC138",NA,NA,NA
NA,"AC087045.2",NA,"RTEL1",NA,"CDH1",NA,NA,NA,NA,"KIF1B","HMGA2-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VLDLR",NA,NA,NA
NA,"DNAJC8",NA,"UBXN2B",NA,"KBTBD4",NA,NA,NA,NA,"SHH","BNIP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIF4A1",NA,NA,NA
NA,"E2F4",NA,"AC092718.4",NA,"AC009404.1",NA,NA,NA,NA,"MYO9A","AL139230.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM140",NA,NA,NA
NA,"DR1",NA,"LRRC42",NA,"VEGFC",NA,NA,NA,NA,"SHF","PDCD6IP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLQ",NA,NA,NA
NA,"CCDC92",NA,"VAV2",NA,"ZNRF1",NA,NA,NA,NA,"CLEC2D","CHCHD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ITIH2",NA,NA,NA
NA,"NTRK1",NA,"AC145212.1",NA,"GDA",NA,NA,NA,NA,"GSKIP","LINC01353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FBLIM1",NA,NA,NA
NA,"SNHG20",NA,"USP6NL",NA,"SLC11A1",NA,NA,NA,NA,"SMOX","AMY2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STK3",NA,NA,NA
NA,"SEPTIN9-DT",NA,"CKMT2-AS1",NA,"SCYL1",NA,NA,NA,NA,"SMIM26","LINGO4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDST2",NA,NA,NA
NA,"KCNQ1",NA,"COPZ2",NA,"IDO2",NA,NA,NA,NA,"CCNE2","PUS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTM2B-AS1",NA,NA,NA
NA,"SMTN",NA,"CRB3",NA,"IGFBP5",NA,NA,NA,NA,"PPIL2","KCTD21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AREL1",NA,NA,NA
NA,"CPA5",NA,"MPC1",NA,"STOX2",NA,NA,NA,NA,"CLDND2","ZNF133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC005790.1",NA,NA,NA
NA,"MRNIP",NA,"OSBP",NA,"DENND6A-AS1",NA,NA,NA,NA,"AC018635.2","BTN2A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBE2L5",NA,NA,NA
NA,"PNPLA3",NA,"C20orf204",NA,"IGHD",NA,NA,NA,NA,"NEK7","AC055874.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RTN2",NA,NA,NA
NA,"C15orf41",NA,"DDX1",NA,"TMEM94",NA,NA,NA,NA,"EFNB1","FRAT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC145124.1",NA,NA,NA
NA,"TSC1",NA,"KCNK1",NA,"ZNF527",NA,NA,NA,NA,"MAGI2","AL645933.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HPX",NA,NA,NA
NA,"LUC7L2",NA,"FBXO2",NA,"AC008750.4",NA,NA,NA,NA,"AC008121.2","SMARCA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GCC1",NA,NA,NA
NA,"MYO3B",NA,"AC246785.3",NA,"SMAP2",NA,NA,NA,NA,"ALDH3B1","FCGR2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF512B",NA,NA,NA
NA,"LIPJ",NA,"AC026408.1",NA,"FRAT2",NA,NA,NA,NA,"AC008736.1","MRPL17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLYAT",NA,NA,NA
NA,"DAXX",NA,"SIRT4",NA,"SMYD3",NA,NA,NA,NA,"NUP210","RPAP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPS8",NA,NA,NA
NA,"ECSIT",NA,"DNAAF5",NA,"ERICH3",NA,NA,NA,NA,"CHMP1B","SHQ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HEATR3",NA,NA,NA
NA,"PUS7L",NA,"RNF113A",NA,"LAIR2",NA,NA,NA,NA,"DHX33","AC004130.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ADAMTS7",NA,NA,NA
NA,"ADGRF3",NA,"SGIP1",NA,"SOCS7",NA,NA,NA,NA,"GSTM1","AC239803.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LINC01770",NA,NA,NA
NA,"POLD3",NA,"HIST1H3H",NA,"DGUOK",NA,NA,NA,NA,"SUPV3L1","PPP2R5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCDC130",NA,NA,NA
NA,"GP1BB",NA,"C21orf91",NA,"AL136988.1",NA,NA,NA,NA,"KLHL34","CENPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HJV",NA,NA,NA
NA,"YEATS4",NA,"IQSEC1",NA,"WWC1",NA,NA,NA,NA,"TBC1D31","PTGDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNIP2",NA,NA,NA
NA,"RAB11FIP5",NA,"BX649632.1",NA,"AL118556.1",NA,NA,NA,NA,"AC087482.1","CHROMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP000873.4",NA,NA,NA
NA,"TMEM44-AS1",NA,"TUBGCP3",NA,"PPP2R2A",NA,NA,NA,NA,"SPRY4","FLACC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DHX29",NA,NA,NA
NA,"ETAA1",NA,"TMEM14B",NA,"CDK5",NA,NA,NA,NA,"MAGI1","CYP4F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFH",NA,NA,NA
NA,"AL049835.1",NA,"AC010207.1",NA,"PPARGC1B",NA,NA,NA,NA,"EFHC2","EXOC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTRC",NA,NA,NA
NA,"GPSM3",NA,"SKIL",NA,"ASF1A",NA,NA,NA,NA,"MRPL20-AS1","AC024941.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAP1GAP",NA,NA,NA
NA,"NMI",NA,"OXCT1",NA,"CEP250",NA,NA,NA,NA,"NEIL2","AC118757.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC090825.1",NA,NA,NA
NA,"DUS2",NA,"VPS37B",NA,"EGR4",NA,NA,NA,NA,"MTFMT","AL157827.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPL20-AS1",NA,NA,NA
NA,"HAUS1",NA,"AC087289.2",NA,"HIST1H4J",NA,NA,NA,NA,"GBP3","SMIM12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNF187",NA,NA,NA
